em,one_five,two,three,four
2708.70870871,1.0068309039053775,0.9549765806616298,0.41099263002675307,0.11943732965035844
2714.71471471,1.0068674326562026,0.9556922129102301,0.4127382068682434,0.12003215217148422
2720.72072072,1.006903243517222,0.9564009762834185,0.4144856135534501,0.12062906451595204
2726.72672673,1.0069383489982047,0.9571029105069351,0.41623481763392156,0.1212280687671483
2732.73273273,1.0069727614261212,0.957798055431155,0.41798578655716767,0.12182916697896523
2738.73873874,1.0070064929470812,0.958486451025444,0.4197384876684734,0.12243236117564348
2744.74474474,1.007039555528265,0.9591681373725506,0.42149288821272224,0.12303765335161518
2750.75075075,1.0070719609598493,0.9598431546630365,0.4232489553362296,0.12364504547134754
2756.75675676,1.0071037208569265,0.960511543189745,0.4250066560885852,0.1242545394691869
2762.76276276,1.0071348466614178,0.961173343342308,0.4267659574245054,0.12486613724920334
2768.76876877,1.0071653496439792,0.9618285956016931,0.4285268262056944,0.12547984068503584
